"Plot Title: Rhee-lab-4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10336344, SEN S/N: 10336344)","RH, % (LGR S/N: 10336344, SEN S/N: 10336344)","Intensity, Lux (LGR S/N: 10336344, SEN S/N: 10336344)","Host Connected (LGR S/N: 10336344)","End Of File (LGR S/N: 10336344)"
480,25-09-28 07:32:44,36.769,31.836,32280.1,,
481,25-09-28 07:37:44,37.015,31.441,32280.1,,
482,25-09-28 07:42:44,37.288,30.420,32280.1,,
483,25-09-28 07:47:44,37.425,30.082,32280.1,,
484,25-09-28 07:52:44,37.398,29.871,32280.1,,
485,25-09-28 07:57:44,37.425,29.733,32280.1,,
486,25-09-28 08:02:44,37.453,29.666,32280.1,,
487,25-09-28 08:07:44,37.453,30.468,32280.1,,
488,25-09-28 08:12:44,37.480,30.296,32280.1,,
489,25-09-28 08:17:44,37.480,30.435,32280.1,,
490,25-09-28 08:22:44,37.480,30.958,32280.1,,
491,25-09-28 08:27:44,37.480,31.480,32280.1,,
492,25-09-28 08:32:44,37.178,32.564,32280.1,,
493,25-09-28 08:37:44,37.425,32.689,32280.1,,
494,25-09-28 08:42:44,37.453,33.142,32280.1,,
495,25-09-28 08:47:44,37.370,32.927,32280.1,,
496,25-09-28 08:52:44,37.425,32.932,32280.1,,
497,25-09-28 08:57:44,37.453,32.796,32280.1,,
498,25-09-28 09:02:44,37.480,32.763,32280.1,,
499,25-09-28 09:07:44,37.508,32.731,32280.1,,
500,25-09-28 09:12:44,37.508,32.800,32280.1,,
501,25-09-28 09:17:44,37.508,32.731,32280.1,,
502,25-09-28 09:22:44,37.508,32.835,32280.1,,
503,25-09-28 09:27:44,37.535,32.872,32280.1,,
504,25-09-28 09:32:44,37.535,32.734,32280.1,,
505,25-09-28 09:37:44,37.508,32.593,32280.1,,
506,25-09-28 09:42:44,37.535,32.352,32280.1,,
507,25-09-28 09:47:44,37.508,31.968,32280.1,,
508,25-09-28 09:52:44,37.535,31.832,32280.1,,
509,25-09-28 09:57:44,37.535,31.901,32280.1,,
510,25-09-28 10:02:44,37.535,31.971,32280.1,,
511,25-09-28 10:07:44,37.535,31.623,32280.1,,
512,25-09-28 10:12:44,37.535,31.449,32280.1,,
513,25-09-28 10:17:44,37.535,31.484,32280.1,,
514,25-09-28 10:22:44,37.535,31.484,32280.1,,
515,25-09-28 10:27:44,37.563,31.556,32280.1,,
516,25-09-28 10:32:44,37.535,31.658,32280.1,,
517,25-09-28 10:37:44,37.535,32.040,32280.1,,
518,25-09-28 10:42:44,37.535,31.971,32280.1,,
519,25-09-28 10:47:44,37.535,31.866,32280.1,,
520,25-09-28 10:52:44,37.508,31.968,32280.1,,
521,25-09-28 10:57:44,37.508,32.003,32280.1,,
522,25-09-28 11:02:44,37.508,32.038,32280.1,,
523,25-09-28 11:07:44,37.508,31.899,32280.1,,
524,25-09-28 11:12:44,37.508,32.038,32280.1,,
525,25-09-28 11:17:44,37.480,32.035,32280.1,,
526,25-09-28 11:22:44,37.480,31.966,32280.1,,
527,25-09-28 11:27:44,37.480,32.105,32280.1,,
528,25-09-28 11:32:44,37.453,32.102,32280.1,,
529,25-09-28 11:37:44,37.453,32.380,32280.1,,
530,25-09-28 11:42:44,37.453,32.241,32280.1,,
531,25-09-28 11:47:44,37.453,32.172,32280.1,,
532,25-09-28 11:52:44,37.453,32.033,32280.1,,
533,25-09-28 11:57:44,37.453,32.137,32280.1,,
534,25-09-28 12:02:44,37.453,32.172,32280.1,,
535,25-09-28 12:07:44,37.453,32.449,32280.1,,
536,25-09-28 12:12:44,37.453,32.726,32280.1,,
537,25-09-28 12:17:44,37.453,32.311,32280.1,,
538,25-09-28 12:22:44,37.480,32.521,32280.1,,
539,25-09-28 12:27:44,37.453,32.657,32280.1,,
540,25-09-28 12:32:44,37.480,32.729,32280.1,,
541,25-09-28 12:37:44,37.453,32.830,32280.1,,
542,25-09-28 12:42:44,37.480,32.729,32280.1,,
543,25-09-28 12:47:44,37.480,32.590,32280.1,,
544,25-09-28 12:52:44,37.453,32.796,32280.1,,
545,25-09-28 12:57:44,37.453,32.796,32280.1,,
546,25-09-28 13:02:44,37.453,32.519,32280.1,,
547,25-09-28 13:07:44,37.453,32.519,32280.1,,
548,25-09-28 13:12:44,37.453,32.311,32280.1,,
549,25-09-28 13:17:44,37.425,32.308,32280.1,,
550,25-09-28 13:22:44,37.453,32.449,32280.1,,
551,25-09-28 13:27:44,37.425,32.447,32280.1,,
552,25-09-28 13:32:44,37.425,32.273,32280.1,,
553,25-09-28 13:37:44,37.425,32.031,32280.1,,
554,25-09-28 13:42:44,37.425,32.031,32280.1,,
555,25-09-28 13:47:44,37.425,32.273,32280.1,,
556,25-09-28 13:52:44,37.425,32.204,32280.1,,
557,25-09-28 13:57:44,37.425,32.273,32280.1,,
558,25-09-28 14:02:44,37.425,32.412,32280.1,,
559,25-09-28 14:07:44,37.398,32.340,32280.1,,
560,25-09-28 14:12:44,37.398,32.098,32280.1,,
561,25-09-28 14:17:44,37.425,31.857,32280.1,,
562,25-09-28 14:22:44,37.398,31.889,32280.1,,
563,25-09-28 14:27:44,37.398,31.820,32280.1,,
564,25-09-28 14:32:44,37.398,31.924,32280.1,,
565,25-09-28 14:37:44,37.398,32.202,32280.1,,
566,25-09-28 14:42:44,37.398,32.410,32280.1,,
567,25-09-28 14:47:44,37.398,32.236,32280.1,,
568,25-09-28 14:52:44,37.398,32.236,32280.1,,
569,25-09-28 14:57:44,37.398,32.375,32280.1,,
570,25-09-28 15:02:44,37.398,32.514,32280.1,,
571,25-09-28 15:07:44,37.398,32.652,32280.1,,
572,25-09-28 15:12:44,37.398,32.652,32280.1,,
573,25-09-28 15:17:44,37.398,32.618,32280.1,,
574,25-09-28 15:22:44,37.398,32.444,32280.1,,
575,25-09-28 15:27:44,37.370,32.477,32280.1,,
576,25-09-28 15:32:44,37.370,32.581,32280.1,,
577,25-09-28 15:37:44,37.370,32.650,32280.1,,
578,25-09-28 15:42:44,37.370,32.789,32280.1,,
579,25-09-28 15:47:44,37.398,33.137,32280.1,,
580,25-09-28 15:52:44,37.370,32.927,32280.1,,
581,25-09-28 15:57:44,37.370,33.065,32280.1,,
582,25-09-28 16:02:44,37.370,33.411,32280.1,,
583,25-09-28 16:07:44,37.398,33.414,32280.1,,
584,25-09-28 16:12:44,37.398,33.206,32280.1,,
585,25-09-28 16:17:44,37.398,32.929,32280.1,,
586,25-09-28 16:22:44,37.398,32.652,32280.1,,
587,25-09-28 16:27:44,37.398,32.826,32280.1,,
588,25-09-28 16:32:44,37.425,32.724,32280.1,,
589,25-09-28 16:37:44,37.398,32.722,32280.1,,
590,25-09-28 16:42:44,37.398,32.860,32280.1,,
591,25-09-28 16:47:44,37.398,32.722,32280.1,,
592,25-09-28 16:52:44,37.370,32.511,32280.1,,
593,25-09-28 16:57:44,37.398,32.514,32280.1,,
594,25-09-28 17:02:44,37.370,32.581,32280.1,,
595,25-09-28 17:07:44,37.398,32.514,32280.1,,
596,25-09-28 17:12:44,37.398,32.687,32280.1,,
597,25-09-28 17:17:44,37.398,32.999,32280.1,,
598,25-09-28 17:22:44,37.398,32.929,32280.1,,
599,25-09-28 17:27:44,37.370,32.719,32280.1,,
600,25-09-28 17:32:44,37.370,32.719,32280.1,,
601,25-09-28 17:37:44,37.370,32.754,32280.1,,
602,25-09-28 17:42:44,37.370,32.892,32280.1,,
603,25-09-28 17:47:44,37.370,32.996,32280.1,,
604,25-09-28 17:52:44,37.370,32.789,32280.1,,
605,25-09-28 17:57:44,37.370,32.789,32280.1,,
606,25-09-28 18:02:44,37.370,32.858,32280.1,,
607,25-09-28 18:07:44,37.370,33.065,32280.1,,
608,25-09-28 18:12:44,37.370,32.962,32280.1,,
609,25-09-28 18:17:44,37.398,32.929,32280.1,,
610,25-09-28 18:22:44,37.398,33.206,32280.1,,
611,25-09-28 18:27:44,37.370,32.858,32280.1,,
612,25-09-28 18:32:44,37.370,33.100,32280.1,,
613,25-09-28 18:37:44,37.370,32.858,32280.1,,
614,25-09-28 18:42:44,37.370,32.719,32280.1,,
615,25-09-28 18:47:44,37.370,32.789,32280.1,,
616,25-09-28 18:52:44,37.370,32.581,32280.1,,
617,25-09-28 18:57:44,37.370,32.789,32280.1,,
618,25-09-28 19:02:44,37.370,32.685,32280.1,,
619,25-09-28 19:07:44,37.370,32.373,32280.1,,
620,25-09-28 19:12:44,37.370,32.373,32280.1,,
621,25-09-28 19:17:44,37.370,32.303,32280.1,,
622,25-09-28 19:22:44,37.370,32.511,32280.1,,
623,25-09-28 19:27:44,37.343,32.440,32280.1,,
624,25-09-28 19:32:44,37.343,32.370,32280.1,,
625,25-09-28 19:37:44,37.370,32.511,32280.1,,
626,25-09-28 19:42:44,36.579,33.617,11.8,,
627,25-09-28 19:47:44,34.124,38.168,11.8,,
628,25-09-28 19:52:44,32.562,41.266,11.8,,
629,25-09-28 19:57:44,31.510,43.146,11.8,,
630,25-09-28 20:02:44,30.748,43.754,11.8,,
631,25-09-28 20:07:44,30.343,44.235,11.8,,
632,25-09-28 20:12:44,30.091,45.290,11.8,,
633,25-09-28 20:17:44,29.815,44.634,11.8,,
634,25-09-28 20:22:44,29.765,44.825,11.8,,
635,25-09-28 20:27:44,29.640,44.876,11.8,,
636,25-09-28 20:32:44,29.515,44.106,11.8,,
637,25-09-28 20:37:44,29.590,44.935,11.8,,
638,25-09-28 20:42:44,29.515,44.435,11.8,,
639,25-09-28 20:47:44,29.439,43.999,11.8,,
640,25-09-28 20:52:44,29.540,44.306,11.8,,
641,25-09-28 20:57:44,29.414,43.799,11.8,,
642,25-09-28 21:02:44,29.439,44.459,11.8,,
643,25-09-28 21:07:44,29.490,44.202,11.8,,
644,25-09-28 21:12:44,29.365,43.399,3.9,,
645,25-09-28 21:17:44,29.464,44.199,11.8,,
646,25-09-28 21:22:44,29.464,44.035,11.8,,
647,25-09-28 21:27:44,29.365,43.333,11.8,,
648,25-09-28 21:32:44,29.464,43.969,11.8,,
649,25-09-28 21:37:44,29.414,43.536,11.8,,
650,25-09-28 21:42:44,29.340,42.803,11.8,,
651,25-09-28 21:47:44,29.464,43.574,11.8,,
652,25-09-28 21:52:44,29.389,43.467,11.8,,
653,25-09-28 21:57:44,29.365,43.629,11.8,,
654,25-09-28 22:02:44,29.490,43.413,11.8,,
655,25-09-28 22:07:44,29.340,42.737,11.8,,
656,25-09-28 22:12:44,29.389,43.006,11.8,,
657,25-09-28 22:17:44,29.414,42.679,11.8,,
658,25-09-28 22:22:44,29.315,42.074,11.8,,
659,25-09-28 22:27:44,29.414,43.108,11.8,,
660,25-09-28 22:32:44,29.389,42.611,11.8,,
661,25-09-28 22:37:44,29.315,42.470,11.8,,
662,25-09-28 22:42:44,29.439,43.242,11.8,,
663,25-09-28 22:47:44,29.365,42.608,11.8,,
664,25-09-28 22:52:44,29.340,42.671,11.8,,
665,25-09-28 22:57:44,29.439,42.847,11.8,,
666,25-09-28 23:02:44,29.315,42.536,11.8,,
667,25-09-28 23:07:44,29.365,43.003,11.8,,
668,25-09-28 23:12:44,29.414,42.250,11.8,,
669,25-09-28 23:17:44,29.265,41.804,11.8,,
670,25-09-28 23:22:44,29.414,42.745,11.8,,
671,25-09-28 23:27:44,29.389,43.006,3.9,,
672,25-09-28 23:32:44,29.315,43.130,11.8,,
673,25-09-28 23:37:44,29.439,43.210,11.8,,
674,25-09-28 23:42:44,29.340,42.704,11.8,,
675,25-09-28 23:47:44,29.315,42.734,11.8,,
676,25-09-28 23:52:44,29.464,43.344,11.8,,
677,25-09-28 23:57:44,29.340,43.264,11.8,,
678,25-09-29 00:02:44,29.365,43.925,11.8,,
679,25-09-29 00:07:44,29.414,43.865,11.8,,
680,25-09-29 00:12:44,29.290,43.949,11.8,,
681,25-09-29 00:17:44,29.414,44.882,11.8,,
682,25-09-29 00:22:44,29.414,45.111,11.8,,
683,25-09-29 00:27:44,29.340,45.004,11.8,,
684,25-09-29 00:32:44,29.464,45.641,11.8,,
685,25-09-29 00:37:44,29.414,45.406,11.8,,
686,25-09-29 00:42:44,29.340,45.495,11.8,,
687,25-09-29 00:47:44,29.490,45.971,11.8,,
688,25-09-29 00:52:44,29.389,45.893,11.8,,
689,25-09-29 00:57:44,29.389,46.057,11.8,,
690,25-09-29 01:02:44,29.464,45.608,11.8,,
691,25-09-29 01:07:44,29.365,46.184,11.8,,
692,25-09-29 01:12:44,29.439,46.030,3.9,,
693,25-09-29 01:17:44,29.464,45.772,11.8,,
694,25-09-29 01:22:44,29.365,46.543,11.8,,
695,25-09-29 01:27:44,29.464,46.229,11.8,,
696,25-09-29 01:32:44,29.439,46.030,11.8,,
697,25-09-29 01:37:44,29.389,47.328,11.8,,
698,25-09-29 01:42:44,29.490,47.210,11.8,,
699,25-09-29 01:47:44,29.414,47.135,11.8,,
700,25-09-29 01:52:44,29.414,48.629,11.8,,
701,25-09-29 01:57:44,29.515,48.577,11.8,,
702,25-09-29 02:02:44,29.439,48.405,11.8,,
703,25-09-29 02:07:44,29.490,49.609,11.8,,
704,25-09-29 02:12:44,29.565,49.619,11.8,,
705,25-09-29 02:17:44,29.490,49.739,11.8,,
706,25-09-29 02:22:44,29.565,51.360,11.8,,
707,25-09-29 02:27:44,29.590,52.262,11.8,,
708,25-09-29 02:32:44,29.565,53.793,3.9,,
709,25-09-29 02:37:44,29.740,55.156,11.8,,
710,25-09-29 02:42:44,29.740,56.266,11.8,,
711,25-09-29 02:47:44,29.765,56.365,11.8,,
712,25-09-29 02:52:44,29.865,57.643,3.9,,
713,25-09-29 02:57:44,29.865,58.840,11.8,,
714,25-09-29 03:02:44,29.916,58.847,11.8,,
715,25-09-29 03:07:44,29.966,59.891,11.8,,
716,25-09-29 03:12:44,29.966,60.735,11.8,,
717,25-09-29 03:17:44,30.041,60.716,11.8,,
718,25-09-29 03:22:44,30.041,61.122,11.8,,
719,25-09-29 03:27:44,30.066,61.811,11.8,,
720,25-09-29 03:32:44,30.091,61.130,11.8,,
721,25-09-29 03:37:44,30.117,61.601,11.8,,
722,25-09-29 03:42:44,30.117,61.788,11.8,,
723,25-09-29 03:47:44,30.142,61.169,11.8,,
724,25-09-29 03:52:44,30.117,61.570,11.8,,
725,25-09-29 03:57:44,30.192,61.676,11.8,,
726,25-09-29 04:02:44,30.167,61.703,11.8,,
727,25-09-29 04:07:44,30.167,61.765,11.8,,
728,25-09-29 04:12:44,30.192,61.582,11.8,,
729,25-09-29 04:17:44,30.167,61.298,11.8,,
730,25-09-29 04:22:44,30.167,61.454,11.8,,
731,25-09-29 04:27:44,30.192,61.395,11.8,,
732,25-09-29 04:32:44,30.192,61.458,11.8,,
733,25-09-29 04:37:44,30.192,61.426,11.8,,
734,25-09-29 04:42:44,30.192,61.333,11.8,,
735,25-09-29 04:47:44,30.167,61.204,11.8,,
736,25-09-29 04:52:44,30.192,61.021,11.8,,
737,25-09-29 04:57:44,30.192,60.739,11.8,,
738,25-09-29 05:02:44,30.167,60.829,11.8,,
739,25-09-29 05:07:44,30.217,60.868,11.8,,
740,25-09-29 05:12:44,30.217,60.868,11.8,,
741,25-09-29 05:17:44,30.192,60.958,11.8,,
742,25-09-29 05:22:44,30.217,60.900,11.8,,
743,25-09-29 05:27:44,30.217,60.837,3.9,,
744,25-09-29 05:32:44,30.192,60.896,11.8,,
745,25-09-29 05:37:44,30.217,60.837,11.8,,
746,25-09-29 05:42:44,30.976,58.820,32280.1,,
747,25-09-29 05:47:44,33.626,52.615,32280.1,,
748,25-09-29 05:52:44,35.022,44.376,32280.1,,
749,25-09-29 05:57:44,35.958,39.166,32280.1,,
750,25-09-29 06:02:44,36.444,36.147,32280.1,,
751,25-09-29 06:07:44,36.796,34.464,32280.1,,
752,25-09-29 06:12:44,37.015,33.794,32280.1,,
753,25-09-29 06:17:44,37.151,33.254,32280.1,,
754,25-09-29 06:22:44,37.233,32.673,32280.1,,
755,25-09-29 06:27:44,37.261,32.641,32280.1,,
756,25-09-29 06:32:44,37.315,32.541,32280.1,,
757,25-09-29 06:37:44,37.370,32.685,32280.1,,
758,25-09-29 06:42:44,37.398,32.687,32280.1,,
759,25-09-29 06:47:44,37.398,32.583,32280.1,,
760,25-09-29 06:52:44,37.425,32.551,32280.1,,
761,25-09-29 06:57:44,37.453,32.588,32280.1,,
762,25-09-29 07:02:44,37.453,32.657,32280.1,,
763,25-09-29 07:07:44,37.453,32.449,32280.1,,
764,25-09-29 07:12:44,37.453,32.622,32280.1,,
765,25-09-29 07:17:44,37.453,32.241,32280.1,,
766,25-09-29 07:22:44,37.453,31.929,32280.1,,
767,25-09-29 07:27:44,37.480,31.688,32280.1,,
768,25-09-29 07:32:44,37.480,31.549,32280.1,,
769,25-09-29 07:37:44,37.480,31.410,32280.1,,
770,25-09-29 07:42:44,37.453,31.408,32280.1,,
771,25-09-29 07:47:44,37.453,31.269,32280.1,,
772,25-09-29 07:52:44,37.453,31.338,32280.1,,
773,25-09-29 07:57:44,37.453,31.338,32280.1,,
774,25-09-29 08:02:44,37.453,31.408,32280.1,,
775,25-09-29 08:07:44,37.453,31.408,32280.1,,
776,25-09-29 08:12:44,37.453,31.408,32280.1,,
777,25-09-29 08:17:44,37.453,31.443,32280.1,,
778,25-09-29 08:22:44,37.453,31.304,32280.1,,
779,25-09-29 08:27:44,37.453,31.269,32280.1,,
780,25-09-29 08:32:44,37.453,31.616,32280.1,,
781,25-09-29 08:37:44,37.453,31.825,32280.1,,
782,25-09-29 08:42:44,37.453,31.964,32280.1,,
783,25-09-29 08:47:44,37.453,31.755,32280.1,,
784,25-09-29 08:52:44,37.453,31.755,32280.1,,
785,25-09-29 08:57:44,37.453,31.686,32280.1,,
786,25-09-29 09:02:44,37.453,31.616,32280.1,,
787,25-09-29 09:07:44,37.124,32.005,32280.1,,
788,25-09-29 09:12:44,37.315,32.576,32280.1,,
789,25-09-29 09:17:44,37.206,32.774,32280.1,,
790,25-09-29 09:22:44,37.343,32.717,32280.1,,
791,25-09-29 09:27:44,37.425,32.655,32280.1,,
792,25-09-29 09:32:44,37.453,32.796,32280.1,,
793,25-09-29 09:37:44,37.480,32.659,32280.1,,
794,25-09-29 09:42:44,37.480,32.313,32280.1,,
795,25-09-29 09:47:44,37.480,32.243,32280.1,,
796,25-09-29 09:52:44,37.508,31.795,32280.1,,
797,25-09-29 09:57:44,37.508,31.308,32280.1,,
798,25-09-29 10:02:44,37.508,31.134,32280.1,,
799,25-09-29 10:07:44,37.508,31.239,32280.1,,
800,25-09-29 10:12:44,37.508,31.204,32280.1,,
801,25-09-29 10:17:44,37.508,31.343,32280.1,,
802,25-09-29 10:22:44,37.535,30.928,32280.1,,
803,25-09-29 10:27:44,37.535,30.997,32280.1,,
804,25-09-29 10:32:44,37.535,30.928,32280.1,,
805,25-09-29 10:37:44,37.563,30.721,32280.1,,
806,25-09-29 10:42:44,37.535,30.858,32280.1,,
807,25-09-29 10:47:44,37.563,30.756,32280.1,,
808,25-09-29 10:52:44,37.563,30.930,32280.1,,
809,25-09-29 10:57:44,37.535,30.928,32280.1,,
810,25-09-29 11:02:44,37.535,30.962,32280.1,,
811,25-09-29 11:07:44,37.535,31.276,32280.1,,
812,25-09-29 11:12:44,37.535,31.206,32280.1,,
813,25-09-29 11:17:44,37.535,31.310,32280.1,,
814,25-09-29 11:22:44,37.535,31.519,32280.1,,
815,25-09-29 11:27:44,37.535,31.658,32280.1,,
816,25-09-29 11:32:44,37.535,31.623,32280.1,,
817,25-09-29 11:37:44,37.535,31.345,32280.1,,
818,25-09-29 11:42:44,37.535,31.136,32280.1,,
819,25-09-29 11:47:44,37.508,31.273,32280.1,,
820,25-09-29 11:52:44,37.535,31.206,32280.1,,
821,25-09-29 11:57:44,37.508,31.065,32280.1,,
822,25-09-29 12:02:44,37.508,31.030,32280.1,,
823,25-09-29 12:07:44,37.508,31.343,32280.1,,
824,25-09-29 12:12:44,37.535,31.241,32280.1,,
825,25-09-29 12:17:44,37.508,31.273,32280.1,,
826,25-09-29 12:22:44,37.508,31.343,32280.1,,
827,25-09-29 12:27:44,37.508,31.308,32280.1,,
828,25-09-29 12:32:44,37.508,31.065,32280.1,,
829,25-09-29 12:37:44,36.119,32.749,7036.3,,
830,25-09-29 12:42:44,34.413,35.273,6910.1,,
831,25-09-29 12:47:44,32.047,38.901,208.9,,
832,25-09-29 12:52:44,32.536,37.908,32280.1,,
833,25-09-29 12:57:44,34.019,34.827,32280.1,,
834,25-09-29 13:02:44,34.942,32.853,32280.1,,
835,25-09-29 13:07:44,35.475,31.312,32280.1,,
836,25-09-29 13:12:44,35.931,30.691,32280.1,,
837,25-09-29 13:17:44,36.227,29.847,32280.1,,
838,25-09-29 13:22:44,36.444,29.794,32280.1,,
839,25-09-29 13:27:44,36.579,29.038,32280.1,,
840,25-09-29 13:32:44,36.661,28.695,32280.1,,
841,25-09-29 13:37:44,36.742,28.702,32280.1,,
842,25-09-29 13:42:44,36.796,28.076,32280.1,,
843,25-09-29 13:47:44,36.851,28.465,32280.1,,
844,25-09-29 13:52:44,36.851,27.975,32280.1,,
845,25-09-29 13:57:44,36.878,28.083,32280.1,,
846,25-09-29 14:02:44,36.905,27.734,32280.1,,
847,25-09-29 14:07:44,36.905,27.454,32280.1,,
848,25-09-29 14:12:44,36.905,27.664,32280.1,,
849,25-09-29 14:17:44,36.905,27.489,32280.1,,
850,25-09-29 14:22:44,36.933,27.806,32280.1,,
851,25-09-29 14:27:44,36.933,27.806,32280.1,,
852,25-09-29 14:32:44,36.933,27.421,32280.1,,
853,25-09-29 14:37:44,36.933,27.140,32280.1,,
854,25-09-29 14:42:44,36.933,27.456,32280.1,,
855,25-09-29 14:47:44,36.960,27.107,32280.1,,
856,25-09-29 14:52:44,36.933,27.561,32280.1,,
857,25-09-29 14:57:44,36.933,27.351,32280.1,,
858,25-09-29 15:02:44,36.960,27.037,32280.1,,
859,25-09-29 15:07:44,36.933,26.719,32280.1,,
860,25-09-29 15:12:44,36.933,26.332,32280.1,,
861,25-09-29 15:17:44,36.933,26.050,32280.1,,
862,25-09-29 15:22:44,36.933,25.628,32280.1,,
863,25-09-29 15:27:44,36.933,25.451,32280.1,,
864,25-09-29 15:32:44,36.933,25.134,32280.1,,
865,25-09-29 15:37:44,36.960,24.924,32280.1,,
866,25-09-29 15:42:44,36.933,24.639,32280.1,,
867,25-09-29 15:47:44,36.960,25.453,32280.1,,
868,25-09-29 15:52:44,36.960,25.911,32280.1,,
869,25-09-29 15:57:44,36.933,25.628,32280.1,,
870,25-09-29 16:02:44,36.933,25.275,32280.1,,
871,25-09-29 16:07:44,36.933,25.345,32280.1,,
872,25-09-29 16:12:44,36.933,26.015,32280.1,,
873,25-09-29 16:17:44,36.960,26.474,32280.1,,
874,25-09-29 16:22:44,36.960,26.545,32280.1,,
875,25-09-29 16:27:44,36.933,26.437,32280.1,,
876,25-09-29 16:32:44,36.933,26.121,32280.1,,
877,25-09-29 16:37:44,36.905,25.696,32280.1,,
878,25-09-29 16:42:44,36.905,25.449,32280.1,,
879,25-09-29 16:47:44,36.905,25.273,32280.1,,
880,25-09-29 16:52:44,36.905,25.202,32280.1,,
881,25-09-29 16:57:44,36.905,24.920,32280.1,,
882,25-09-29 17:02:44,36.905,25.097,32280.1,,
883,25-09-29 17:07:44,36.905,25.132,32280.1,,
884,25-09-29 17:12:44,36.905,25.061,32280.1,,
885,25-09-29 17:17:44,36.905,24.991,32280.1,,
886,25-09-29 17:22:44,36.905,25.555,32280.1,,
887,25-09-29 17:27:44,36.933,25.698,32280.1,,
888,25-09-29 17:32:44,36.933,25.768,32280.1,,
889,25-09-29 17:37:44,36.905,26.154,32280.1,,
890,25-09-29 17:42:44,36.878,25.835,32280.1,,
891,25-09-29 17:47:44,36.878,25.976,32280.1,,
892,25-09-29 17:52:44,36.878,25.694,32280.1,,
893,25-09-29 17:57:44,36.878,25.412,32280.1,,
894,25-09-29 18:02:44,36.878,25.835,32280.1,,
895,25-09-29 18:07:44,36.878,26.187,32280.1,,
896,25-09-29 18:12:44,36.905,26.189,32280.1,,
897,25-09-29 18:17:44,36.878,25.870,32280.1,,
898,25-09-29 18:22:44,36.851,25.410,32280.1,,
899,25-09-29 18:27:44,36.878,25.236,32280.1,,
900,25-09-29 18:32:44,36.878,26.046,32280.1,,
901,25-09-29 18:37:44,36.851,25.622,32280.1,,
902,25-09-29 18:42:44,36.851,25.340,32280.1,,
903,25-09-29 18:47:44,36.878,25.835,32280.1,,
904,25-09-29 18:52:44,36.878,26.257,32280.1,,
905,25-09-29 18:57:44,36.851,26.115,32280.1,,
906,25-09-29 19:02:44,36.851,25.763,32280.1,,
907,25-09-29 19:07:44,36.878,25.624,32280.1,,
908,25-09-29 19:12:44,36.878,27.171,32280.1,,
909,25-09-29 19:17:44,36.851,26.748,32280.1,,
910,25-09-29 19:22:44,36.851,27.134,32280.1,,
911,25-09-29 19:27:44,36.851,27.099,32280.1,,
912,25-09-29 19:32:44,36.851,27.239,32280.1,,
913,25-09-29 19:37:44,36.851,26.818,32280.1,,
914,25-09-29 19:42:44,36.254,26.704,11.8,,
915,25-09-29 19:47:44,34.308,28.339,11.8,,
916,25-09-29 19:52:44,32.872,29.716,11.8,,
917,25-09-29 19:57:44,31.791,30.385,11.8,,
918,25-09-29 20:02:44,31.128,30.605,3.9,,
919,25-09-29 20:07:44,30.672,30.636,11.8,,
920,25-09-29 20:12:44,30.293,30.672,11.8,,
921,25-09-29 20:17:44,30.167,30.457,11.8,,
922,25-09-29 20:22:44,29.966,30.201,11.8,,
923,25-09-29 20:27:44,29.840,30.122,11.8,,
924,25-09-29 20:32:44,29.865,29.884,11.8,,
925,25-09-29 20:37:44,29.690,29.836,3.9,,
926,25-09-29 20:42:44,29.740,29.600,11.8,,
927,25-09-29 20:47:44,29.715,29.358,11.8,,
928,25-09-29 20:52:44,29.590,29.348,11.8,,
929,25-09-29 20:57:44,29.715,29.187,11.8,,
930,25-09-29 21:02:44,29.590,29.177,11.8,,
931,25-09-29 21:07:44,29.615,29.145,11.8,,
932,25-09-29 21:12:44,29.640,29.044,11.8,,
933,25-09-29 21:17:44,29.515,29.205,11.8,,
934,25-09-29 21:22:44,29.640,29.044,11.8,,
935,25-09-29 21:27:44,29.540,29.036,11.8,,
936,25-09-29 21:32:44,29.515,28.897,3.9,,
937,25-09-29 21:37:44,29.640,32.186,11.8,,
938,25-09-29 21:42:44,29.490,34.274,11.8,,
939,25-09-29 21:47:44,29.615,34.826,11.8,,
940,25-09-29 21:52:44,29.540,35.291,11.8,,
941,25-09-29 21:57:44,29.464,35.452,11.8,,
942,25-09-29 22:02:44,29.565,35.866,11.8,,
943,25-09-29 22:07:44,29.464,35.890,11.8,,
944,25-09-29 22:12:44,29.464,35.890,11.8,,
945,25-09-29 22:17:44,29.540,36.300,11.8,,
946,25-09-29 22:22:44,29.414,36.288,11.8,,
947,25-09-29 22:27:44,29.490,35.993,11.8,,
948,25-09-29 22:32:44,29.464,36.427,11.8,,
949,25-09-29 22:37:44,29.389,36.554,3.9,,
950,25-09-29 22:42:44,29.490,36.363,11.8,,
951,25-09-29 22:47:44,29.414,36.892,11.8,,
952,25-09-29 22:52:44,29.389,36.554,11.8,,
953,25-09-29 22:57:44,29.490,36.766,11.8,,
954,25-09-29 23:02:44,29.389,36.923,11.8,,
955,25-09-29 23:07:44,29.414,36.288,11.8,,
956,25-09-29 23:12:44,29.464,36.595,11.8,,
957,25-09-29 23:17:44,29.340,36.415,11.8,,
958,25-09-29 23:22:44,29.439,35.854,11.8,,
959,25-09-29 23:27:44,29.389,35.647,11.8,,
960,25-09-29 23:32:44,29.340,35.609,11.8,,
961,25-09-29 23:37:44,29.439,35.551,11.8,,
