"Plot Title: Rhee-lab-4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10336344, SEN S/N: 10336344)","RH, % (LGR S/N: 10336344, SEN S/N: 10336344)","Intensity, Lux (LGR S/N: 10336344, SEN S/N: 10336344)","Host Connected (LGR S/N: 10336344)","Stopped (LGR S/N: 10336344)","End Of File (LGR S/N: 10336344)"
2092,25-04-07 14:30:04,39.346,24.946,32280.1,,,
2093,25-04-07 14:35:04,39.262,24.940,32280.1,,,
2094,25-04-07 14:40:04,39.318,25.725,32280.1,,,
2095,25-04-07 14:45:04,39.290,25.297,32280.1,,,
2096,25-04-07 14:50:04,39.262,25.047,32280.1,,,
2097,25-04-07 14:55:04,39.318,25.015,32280.1,,,
2098,25-04-07 15:00:04,39.290,25.155,32280.1,,,
2099,25-04-07 15:05:04,39.318,24.767,32280.1,,,
2100,25-04-07 15:10:04,39.346,24.591,32280.1,,,
2101,25-04-07 15:15:04,39.290,25.652,32280.1,,,
2102,25-04-07 15:20:04,39.346,24.946,32280.1,,,
2103,25-04-07 15:25:04,39.290,24.445,32280.1,,,
2104,25-04-07 15:30:04,39.318,26.221,32280.1,,,
2105,25-04-07 15:35:04,39.375,25.303,32280.1,,,
2106,25-04-07 15:40:04,39.318,24.873,32280.1,,,
2107,25-04-07 15:45:04,39.375,25.445,32280.1,,,
2108,25-04-07 15:50:04,39.375,24.771,32280.1,,,
2109,25-04-07 15:55:04,39.346,25.230,32280.1,,,
2110,25-04-07 16:00:04,39.403,25.021,32280.1,,,
2111,25-04-07 16:05:04,39.375,25.019,32280.1,,,
2112,25-04-07 16:10:04,39.375,25.232,32280.1,,,
2113,25-04-07 16:15:04,39.403,24.737,32280.1,,,
2114,25-04-07 16:20:04,39.375,25.232,32280.1,,,
2115,25-04-07 16:25:04,39.403,24.666,32280.1,,,
2116,25-04-07 16:30:04,39.403,24.381,32280.1,,,
2117,25-04-07 16:35:04,39.403,26.120,32280.1,,,
2118,25-04-07 16:40:04,39.460,25.238,32280.1,,,
2119,25-04-07 16:45:04,39.375,24.913,32280.1,,,
2120,25-04-07 16:50:04,39.431,25.307,32280.1,,,
2121,25-04-07 16:55:04,39.375,25.090,32280.1,,,
2122,25-04-07 17:00:04,39.346,24.449,32280.1,,,
2123,25-04-07 17:05:04,39.431,25.875,32280.1,,,
2124,25-04-07 17:10:04,39.375,25.161,32280.1,,,
2125,25-04-07 17:15:04,39.375,24.735,32280.1,,,
2126,25-04-07 17:20:04,39.431,25.236,32280.1,,,
2127,25-04-07 17:25:04,39.375,26.083,32280.1,,,
2128,25-04-07 17:30:04,39.431,24.952,32280.1,,,
2129,25-04-07 17:35:04,39.375,24.237,32280.1,,,
2130,25-04-07 17:40:04,39.403,25.447,32280.1,,,
2131,25-04-07 17:45:04,39.431,24.668,32280.1,,,
2132,25-04-07 17:50:04,39.375,25.374,32280.1,,,
2133,25-04-07 17:55:04,39.431,24.952,32280.1,,,
2134,25-04-07 18:00:04,39.375,24.451,32280.1,,,
2135,25-04-07 18:05:04,39.403,25.376,32280.1,,,
2136,25-04-07 18:10:04,39.431,24.703,32280.1,,,
2137,25-04-07 18:15:04,39.346,25.053,32280.1,,,
2138,25-04-07 18:20:04,39.375,25.090,32280.1,,,
2139,25-04-07 18:25:04,39.403,24.595,32280.1,,,
2140,25-04-07 18:30:04,39.346,25.159,32280.1,,,
2141,25-04-07 18:35:04,39.346,25.088,32280.1,,,
2142,25-04-07 18:40:04,39.403,24.666,32280.1,,,
2143,25-04-07 18:45:04,39.346,25.159,32280.1,,,
2144,25-04-07 18:50:04,39.375,25.161,32280.1,,,
2145,25-04-07 18:55:04,39.375,24.415,32280.1,,,
2146,25-04-07 19:00:04,39.318,25.299,32280.1,,,
2147,25-04-07 19:05:04,39.375,25.019,32280.1,,,
2148,25-04-07 19:10:04,38.365,25.941,11.8,,,
2149,25-04-07 19:15:04,35.662,28.095,11.8,,,
2150,25-04-07 19:20:04,33.809,30.586,11.8,,,
2151,25-04-07 19:25:04,32.536,31.855,11.8,,,
2152,25-04-07 19:30:04,31.765,32.985,11.8,,,
2153,25-04-07 19:35:04,31.179,34.531,11.8,,,
2154,25-04-07 19:40:04,30.773,35.407,11.8,,,
2155,25-04-07 19:45:04,30.596,35.863,11.8,,,
2156,25-04-07 19:50:04,30.343,35.434,11.8,,,
2157,25-04-07 19:55:04,30.217,36.769,11.8,,,
2158,25-04-07 20:00:04,30.217,37.408,11.8,,,
2159,25-04-07 20:05:04,30.016,35.875,11.8,,,
2160,25-04-07 20:10:04,30.041,37.491,3.9,,,
2161,25-04-07 20:15:04,30.041,37.424,11.8,,,
2162,25-04-07 20:20:04,29.865,36.399,11.8,,,
2163,25-04-07 20:25:04,29.966,37.986,11.8,,,
2164,25-04-07 20:30:04,29.916,37.545,11.8,,,
2165,25-04-07 20:35:04,29.815,36.932,11.8,,,
2166,25-04-07 20:40:04,29.941,37.548,11.8,,,
2167,25-04-07 20:45:04,29.840,37.672,11.8,,,
2168,25-04-07 20:50:04,29.790,36.996,11.8,,,
2169,25-04-07 20:55:04,29.916,37.947,11.8,,,
2170,25-04-07 21:00:04,29.765,36.927,11.8,,,
2171,25-04-07 21:05:04,29.790,37.432,11.8,,,
2172,25-04-07 21:10:04,29.865,37.641,11.8,,,
2173,25-04-07 21:15:04,29.715,37.391,11.8,,,
2174,25-04-07 21:20:04,29.815,37.669,3.9,,,
2175,25-04-07 21:25:04,29.790,37.566,11.8,,,
2176,25-04-07 21:30:04,29.665,37.621,11.8,,,
2177,25-04-07 21:35:04,29.815,37.803,11.8,,,
2178,25-04-07 21:40:04,29.715,37.860,3.9,,,
2179,25-04-07 21:45:04,29.665,37.386,11.8,,,
2180,25-04-07 21:50:04,29.815,38.873,11.8,,,
2181,25-04-07 21:55:04,29.665,37.654,3.9,,,
2182,25-04-07 22:00:04,29.715,37.927,11.8,,,
2183,25-04-07 22:05:04,29.815,38.539,11.8,,,
2184,25-04-07 22:10:04,29.615,36.778,11.8,,,
2185,25-04-07 22:15:04,29.765,39.202,11.8,,,
2186,25-04-07 22:20:04,29.740,37.461,11.8,,,
2187,25-04-07 22:25:04,29.615,37.482,11.8,,,
2188,25-04-07 22:30:04,29.765,38.801,11.8,,,
2189,25-04-07 22:35:04,29.640,36.847,11.8,,,
2190,25-04-07 22:40:04,29.640,38.655,11.8,,,
2191,25-04-07 22:45:04,29.740,37.729,3.9,,,
2192,25-04-07 22:50:04,29.590,38.082,11.8,,,
2193,25-04-07 22:55:04,29.665,38.858,11.8,,,
2194,25-04-07 23:00:04,29.690,37.556,11.8,,,
2195,25-04-07 23:05:04,29.540,38.378,3.9,,,
2196,25-04-07 23:10:04,29.715,39.030,11.8,,,
2197,25-04-07 23:15:04,29.590,37.379,11.8,,,
2198,25-04-07 23:20:04,29.565,38.848,11.8,,,
2199,25-04-07 23:25:04,29.690,39.027,11.8,,,
2200,25-04-07 23:30:04,29.515,36.768,11.8,,,
2201,25-04-07 23:35:04,29.615,38.986,11.8,,,
2202,25-04-07 23:40:04,29.615,37.180,11.8,,,
2203,25-04-07 23:45:04,29.515,38.275,11.8,,,
2204,25-04-07 23:50:04,29.665,39.258,11.8,,,
2205,25-04-07 23:55:04,29.565,38.246,3.9,,,
2206,25-04-08 00:00:04,29.540,37.976,3.9,,,
2207,25-04-08 00:05:04,29.665,38.223,11.8,,,
2208,25-04-08 00:10:04,29.490,38.038,11.8,,,
2209,25-04-08 00:15:04,29.590,38.316,11.8,,,
2210,25-04-08 00:20:04,29.565,38.046,11.8,,,
2211,25-04-08 00:25:04,29.464,38.737,11.8,,,
2212,25-04-08 00:30:04,29.615,38.886,11.8,,,
2213,25-04-08 00:35:04,29.464,36.830,11.8,,,
2214,25-04-08 00:40:04,29.540,38.711,11.8,,,
2215,25-04-08 00:45:04,29.590,38.048,11.8,,,
2216,25-04-08 00:50:04,29.439,38.434,11.8,,,
2217,25-04-08 00:55:04,29.590,39.117,3.9,,,
2218,25-04-08 01:00:04,29.490,37.168,11.8,,,
2219,25-04-08 01:05:04,29.464,39.004,11.8,,,
2220,25-04-08 01:10:04,29.590,38.750,11.8,,,
2221,25-04-08 01:15:04,29.414,36.959,11.8,,,
2222,25-04-08 01:20:04,29.565,38.581,11.8,,,
2223,25-04-08 01:25:04,29.515,37.706,11.8,,,
2224,25-04-08 01:30:04,29.414,38.632,11.8,,,
2225,25-04-08 01:35:04,29.590,38.850,11.8,,,
2226,25-04-08 01:40:04,29.439,36.995,11.8,,,
2227,25-04-08 01:45:04,29.515,38.575,11.8,,,
2228,25-04-08 01:50:04,29.540,38.378,11.8,,,
2229,25-04-08 01:55:04,29.389,38.028,3.9,,,
2230,25-04-08 02:00:04,29.565,38.647,11.8,,,
2231,25-04-08 02:05:04,29.439,37.197,11.8,,,
2232,25-04-08 02:10:04,29.439,39.101,11.8,,,
2233,25-04-08 02:15:04,29.590,38.950,11.8,,,
2234,25-04-08 02:20:04,29.414,36.959,11.8,,,
2235,25-04-08 02:25:04,29.540,39.145,11.8,,,
2236,25-04-08 02:30:04,29.515,37.606,11.8,,,
2237,25-04-08 02:35:04,29.414,37.730,11.8,,,
2238,25-04-08 02:40:04,29.590,39.050,3.9,,,
2239,25-04-08 02:45:04,29.414,37.161,11.8,,,
2240,25-04-08 02:50:04,29.490,38.573,11.8,,,
2241,25-04-08 02:55:04,29.565,38.447,11.8,,,
2242,25-04-08 03:00:04,29.389,37.158,11.8,,,
2243,25-04-08 03:05:04,29.590,39.583,11.8,,,
2244,25-04-08 03:10:04,29.490,37.235,3.9,,,
2245,25-04-08 03:15:04,29.414,38.699,11.8,,,
2246,25-04-08 03:20:04,29.590,39.117,11.8,,,
2247,25-04-08 03:25:04,29.389,36.890,11.8,,,
2248,25-04-08 03:30:04,29.515,39.009,11.8,,,
2249,25-04-08 03:35:04,29.515,37.840,11.8,,,
2250,25-04-08 03:40:04,29.389,37.727,3.9,,,
2251,25-04-08 03:45:04,29.565,39.048,11.8,,,
2252,25-04-08 03:50:04,29.439,38.033,11.8,,,
2253,25-04-08 03:55:04,29.439,38.568,11.8,,,
2254,25-04-08 04:00:04,29.540,38.478,11.8,,,
2255,25-04-08 04:05:04,29.365,37.892,11.8,,,
2256,25-04-08 04:10:04,29.515,38.509,11.8,,,
2257,25-04-08 04:15:04,29.439,37.565,11.8,,,
2258,25-04-08 04:20:04,29.365,38.960,11.8,,,
2259,25-04-08 04:25:04,29.540,39.078,11.8,,,
2260,25-04-08 04:30:04,29.365,37.089,3.9,,,
2261,25-04-08 04:35:04,29.464,39.537,11.8,,,
2262,25-04-08 04:40:04,29.490,37.704,11.8,,,
2263,25-04-08 04:45:04,29.365,37.390,11.8,,,
2264,25-04-08 04:50:04,29.540,38.711,11.8,,,
2265,25-04-08 04:55:04,29.414,38.131,11.8,,,
2266,25-04-08 05:00:04,29.414,38.765,11.8,,,
2267,25-04-08 05:05:04,29.490,37.570,11.8,,,
2268,25-04-08 05:10:04,30.318,36.207,32280.1,,,
2269,25-04-08 05:15:04,33.209,34.343,32280.1,,,
2270,25-04-08 05:20:04,34.863,29.980,32280.1,,,
2271,25-04-08 05:25:04,36.200,30.192,32280.1,,,
2272,25-04-08 05:30:04,36.960,27.528,32280.1,,,
2273,25-04-08 05:35:04,37.535,27.114,32280.1,,,
2274,25-04-08 05:40:04,38.004,27.957,32280.1,,,
2275,25-04-08 05:45:04,38.198,25.999,32280.1,,,
2276,25-04-08 05:50:04,38.476,26.584,32280.1,,,
2277,25-04-08 05:55:04,38.532,25.351,32280.1,,,
2278,25-04-08 06:00:04,38.672,25.892,32280.1,,,
2279,25-04-08 06:05:04,38.672,25.184,32280.1,,,
2280,25-04-08 06:10:04,38.812,26.114,32280.1,,,
2281,25-04-08 06:15:04,38.784,25.014,32280.1,,,
2282,25-04-08 06:20:04,38.896,25.978,32280.1,,,
2283,25-04-08 06:25:04,38.868,24.701,32280.1,,,
2284,25-04-08 06:30:04,38.952,25.699,32280.1,,,
2285,25-04-08 06:35:04,38.896,24.596,32280.1,,,
2286,25-04-08 06:40:04,38.980,25.984,32280.1,,,
2287,25-04-08 06:45:04,38.924,24.704,32280.1,,,
2288,25-04-08 06:50:04,39.008,25.915,32280.1,,,
2289,25-04-08 06:55:04,38.952,24.706,32280.1,,,
2290,25-04-08 07:00:04,39.065,25.707,32280.1,,,
2291,25-04-08 07:05:04,39.008,24.639,32280.1,,,
2292,25-04-08 07:10:04,39.093,25.709,32280.1,,,
2293,25-04-08 07:15:04,39.036,24.570,32280.1,,,
2294,25-04-08 07:20:04,39.121,25.817,32280.1,,,
2295,25-04-08 07:25:04,39.036,24.641,32280.1,,,
2296,25-04-08 07:30:04,39.121,25.711,32280.1,,,
2297,25-04-08 07:35:04,39.036,24.570,32280.1,,,
2298,25-04-08 07:40:04,39.121,25.923,32280.1,,,
2299,25-04-08 07:45:04,39.036,24.641,32280.1,,,
2300,25-04-08 07:50:04,39.121,26.277,32280.1,,,
2301,25-04-08 07:55:04,39.036,24.996,32280.1,,,
2302,25-04-08 08:00:04,39.121,26.454,32280.1,,,
2303,25-04-08 08:05:04,39.036,25.280,32280.1,,,
2304,25-04-08 08:10:04,39.121,26.702,32280.1,,,
2305,25-04-08 08:15:04,39.036,25.882,32280.1,,,
2306,25-04-08 08:20:04,39.121,25.498,32280.1,,,
2307,25-04-08 08:25:04,39.036,25.634,32280.1,,,
2308,25-04-08 08:30:04,39.093,25.921,32280.1,,,
2309,25-04-08 08:35:04,39.065,25.884,32280.1,,,
2310,25-04-08 08:40:04,39.121,25.569,32280.1,,,
2311,25-04-08 08:45:04,39.065,25.211,32280.1,,,
2312,25-04-08 08:50:04,39.093,25.709,32280.1,,,
2313,25-04-08 08:55:04,39.121,25.002,32280.1,,,
2314,25-04-08 09:00:04,39.121,26.631,32280.1,,,
2315,25-04-08 09:05:04,39.149,25.323,32280.1,,,
2316,25-04-08 09:10:04,39.121,25.498,32280.1,,,
2317,25-04-08 09:15:04,39.149,25.288,32280.1,,,
2318,25-04-08 09:20:04,39.093,25.425,32280.1,,,
2319,25-04-08 09:25:04,39.177,25.360,32280.1,,,
2320,25-04-08 09:30:04,39.149,24.826,32280.1,,,
2321,25-04-08 09:35:04,39.121,25.853,32280.1,,,
2322,25-04-08 09:40:04,39.177,24.935,32280.1,,,
2323,25-04-08 09:45:04,39.121,25.463,32280.1,,,
2324,25-04-08 09:50:04,39.177,25.360,32280.1,,,
2325,25-04-08 09:55:04,39.177,24.935,32280.1,,,
2326,25-04-08 10:00:04,38.365,24.099,32280.1,,,
2327,25-04-08 10:05:04,37.921,24.069,32280.1,,,
2328,25-04-08 10:10:04,38.504,27.080,32280.1,,,
2329,25-04-08 10:15:04,38.644,26.031,32280.1,,,
2330,25-04-08 10:20:04,38.756,26.180,32280.1,,,
2331,25-04-08 10:25:04,38.924,25.414,32280.1,,,
2332,25-04-08 10:30:04,39.008,25.490,32280.1,,,
2333,25-04-08 10:35:04,39.149,25.677,32280.1,,,
2334,25-04-08 10:40:04,39.121,25.357,32280.1,,,
2335,25-04-08 10:45:04,39.205,25.646,32280.1,,,
2336,25-04-08 10:50:04,39.205,25.008,32280.1,,,
2337,25-04-08 10:55:04,39.205,25.646,32280.1,,,
2338,25-04-08 11:00:04,39.234,24.939,32280.1,,,
2339,25-04-08 11:05:04,39.205,25.043,32280.1,,,
2340,25-04-08 11:10:04,39.262,25.295,32280.1,,,
2341,25-04-08 11:15:04,39.234,24.939,32280.1,,,
2342,25-04-08 11:20:04,39.234,25.577,32280.1,,,
2343,25-04-08 11:25:04,39.262,24.798,32280.1,,,
2344,25-04-08 11:30:04,39.205,25.150,32280.1,,,
2345,25-04-08 11:35:04,39.234,25.435,32280.1,,,
2346,25-04-08 11:40:04,39.234,24.797,32280.1,,,
2347,25-04-08 11:45:04,39.234,25.364,32280.1,,,
2348,25-04-08 11:50:04,39.290,24.871,32280.1,,,
2349,25-04-08 11:55:04,39.234,24.619,32280.1,,,
2350,25-04-08 12:00:04,39.262,25.579,32280.1,,,
2351,25-04-08 12:05:04,39.262,24.585,32280.1,,,
2352,25-04-08 12:10:04,39.234,24.939,32280.1,,,
2353,25-04-08 12:15:04,39.290,25.439,32280.1,,,
2354,25-04-08 12:20:04,39.262,24.656,32280.1,,,
2355,25-04-08 12:25:04,39.262,25.295,32280.1,,,
2356,25-04-08 12:30:04,39.290,24.658,32280.1,,,
2357,25-04-08 12:35:04,39.262,24.869,32280.1,,,
2358,25-04-08 12:40:04,39.290,25.226,32280.1,,,
2359,25-04-08 12:45:04,39.290,24.516,32280.1,,,
2360,25-04-08 12:50:04,39.262,25.792,32280.1,,,
2361,25-04-08 12:55:04,39.318,24.944,32280.1,,,
2362,25-04-08 13:00:04,39.262,24.443,32280.1,,,
2363,25-04-08 13:05:04,39.290,26.431,32280.1,,,
2364,25-04-08 13:10:04,39.318,25.228,32280.1,,,
2365,25-04-08 13:15:04,39.234,24.619,32280.1,,,
2366,25-04-08 13:20:04,39.318,26.504,32280.1,,,
2367,25-04-08 13:25:04,39.290,25.723,32280.1,,,
2368,25-04-08 13:30:04,39.262,25.153,32280.1,,,
2369,25-04-08 13:35:04,39.318,25.370,32280.1,,,
2370,25-04-08 13:40:04,39.290,25.120,32280.1,,,
2371,25-04-08 13:45:04,39.290,25.404,32280.1,,,
2372,25-04-08 13:50:04,39.318,24.802,32280.1,,,
2373,25-04-08 13:55:04,39.290,24.942,32280.1,,,
2374,25-04-08 14:00:04,39.346,25.301,32280.1,,,
2375,25-04-08 14:05:04,39.318,24.660,32280.1,,,
2376,25-04-08 14:10:04,39.290,25.013,32280.1,,,
2377,25-04-08 14:15:04,39.318,25.512,32280.1,,,
2378,25-04-08 14:20:04,39.290,24.871,32280.1,,,
2379,25-04-08 14:25:04,39.290,25.155,32280.1,,,
2380,25-04-08 14:30:04,39.346,25.088,32280.1,,,
2381,25-04-08 14:35:04,39.318,24.731,32280.1,,,
2382,25-04-08 14:40:04,39.318,25.086,32280.1,,,
2383,25-04-08 14:45:04,39.375,24.984,32280.1,,,
2384,25-04-08 14:50:04,39.318,24.838,32280.1,,,
2385,25-04-08 14:55:04,39.290,25.013,32280.1,,,
2386,25-04-08 15:00:04,39.346,25.088,32280.1,,,
2387,25-04-08 15:05:04,39.290,24.658,32280.1,,,
2388,25-04-08 15:10:04,39.318,25.228,32280.1,,,
2389,25-04-08 15:15:04,39.318,24.518,32280.1,,,
2390,25-04-08 15:20:04,39.262,24.869,32280.1,,,
2391,25-04-08 15:25:04,39.346,25.372,32280.1,,,
2392,25-04-08 15:30:04,39.290,24.587,32280.1,,,
2393,25-04-08 15:35:04,39.262,25.153,32280.1,,,
2394,25-04-08 15:40:04,39.346,24.946,32280.1,,,
2395,25-04-08 15:45:04,39.290,24.871,32280.1,,,
2396,25-04-08 15:50:04,39.346,25.337,32280.1,,,
2397,25-04-08 15:55:04,39.375,24.522,32280.1,,,
2398,25-04-08 16:00:04,39.318,24.660,32280.1,,,
2399,25-04-08 16:05:04,39.346,25.159,32280.1,,,
2400,25-04-08 16:10:04,39.346,24.307,32280.1,,,
2401,25-04-08 16:15:04,39.346,25.230,32280.1,,,
2402,25-04-08 16:20:04,39.403,25.021,32280.1,,,
2403,25-04-08 16:25:04,39.375,24.664,32280.1,,,
2404,25-04-08 16:30:04,39.375,24.842,32280.1,,,
2405,25-04-08 16:35:04,39.431,25.165,32280.1,,,
2406,25-04-08 16:40:04,39.375,24.522,32280.1,,,
2407,25-04-08 16:45:04,39.346,24.804,32280.1,,,
2408,25-04-08 16:50:04,39.431,25.307,32280.1,,,
2409,25-04-08 16:55:04,39.346,24.520,32280.1,,,
2410,25-04-08 17:00:04,39.431,25.520,32280.1,,,
2411,25-04-08 17:05:04,39.375,24.700,32280.1,,,
2412,25-04-08 17:10:04,39.375,25.410,32280.1,,,
2413,25-04-08 17:15:04,39.431,24.668,32280.1,,,
2414,25-04-08 17:20:04,39.375,24.166,32280.1,,,
2415,25-04-08 17:25:04,39.403,25.731,32280.1,,,
2416,25-04-08 17:30:04,39.431,24.668,32280.1,,,
2417,25-04-08 17:35:04,39.375,24.451,32280.1,,,
2418,25-04-08 17:40:04,39.431,25.414,32280.1,,,
2419,25-04-08 17:45:04,39.375,24.380,32280.1,,,
2420,25-04-08 17:50:04,39.375,24.877,32280.1,,,
2421,25-04-08 17:55:04,39.431,24.952,32280.1,,,
2422,25-04-08 18:00:04,39.375,25.090,32280.1,,,
2423,25-04-08 18:05:04,39.431,25.165,32280.1,,,
2424,25-04-08 18:10:04,39.375,24.522,32280.1,,,
2425,25-04-08 18:15:04,39.346,25.017,32280.1,,,
2426,25-04-08 18:20:04,39.460,25.096,32280.1,,,
2427,25-04-08 18:25:04,39.375,24.806,32280.1,,,
2428,25-04-08 18:30:04,39.375,25.161,32280.1,,,
2429,25-04-08 18:35:04,39.403,24.595,32280.1,,,
2430,25-04-08 18:40:04,39.318,24.873,32280.1,,,
2431,25-04-08 18:45:04,39.375,25.019,32280.1,,,
2432,25-04-08 18:50:04,39.375,24.380,32280.1,,,
2433,25-04-08 18:55:04,39.346,25.053,32280.1,,,
2434,25-04-08 19:00:04,39.431,25.236,32280.1,,,
2435,25-04-08 19:05:04,39.375,24.593,32280.1,,,
2436,25-04-08 19:10:04,38.393,26.013,11.8,,,
2437,25-04-08 19:15:04,35.662,28.130,11.8,,,
2438,25-04-08 19:20:04,33.809,30.344,11.8,,,
2439,25-04-08 19:25:04,32.562,31.720,11.8,,,
2440,25-04-08 19:30:04,31.765,33.939,11.8,,,
2441,25-04-08 19:35:04,31.204,33.446,11.8,,,
2442,25-04-08 19:40:04,30.773,34.527,11.8,,,
2443,25-04-08 19:45:04,30.621,36.169,11.8,,,
2444,25-04-08 19:50:04,30.419,35.171,11.8,,,
2445,25-04-08 19:55:04,30.217,35.422,11.8,,,
2446,25-04-08 20:00:04,30.243,37.175,11.8,,,
2447,25-04-08 20:05:04,30.117,36.120,11.8,,,
2448,25-04-08 20:10:04,30.016,35.875,11.8,,,
2449,25-04-08 20:15:04,30.091,36.824,11.8,,,
2450,25-04-08 20:20:04,29.966,36.812,11.8,,,
2451,25-04-08 20:25:04,29.916,37.143,11.8,,,
2452,25-04-08 20:30:04,29.991,36.378,11.8,,,
2453,25-04-08 20:35:04,29.865,36.601,11.8,,,
2454,25-04-08 20:40:04,29.890,38.012,11.8,,,
2455,25-04-08 20:45:04,29.916,37.009,11.8,,,
2456,25-04-08 20:50:04,29.790,36.929,3.9,,,
2457,25-04-08 20:55:04,29.865,36.903,11.8,,,
2458,25-04-08 21:00:04,29.840,36.934,11.8,,,
2459,25-04-08 21:05:04,29.765,38.033,11.8,,,
2460,25-04-08 21:10:04,29.890,37.811,11.8,,,
2461,25-04-08 21:15:04,29.765,36.288,11.8,,,
2462,25-04-08 21:20:04,29.765,37.798,11.8,,,
2463,25-04-08 21:25:04,29.840,37.873,11.8,,,
2464,25-04-08 21:30:04,29.690,37.054,11.8,,,
2465,25-04-08 21:35:04,29.790,37.432,11.8,,,
2466,25-04-08 21:40:04,29.790,37.332,11.8,,,
2467,25-04-08 21:45:04,29.665,37.788,11.8,,,
2468,25-04-08 21:50:04,29.815,38.071,3.9,,,
2469,25-04-08 21:55:04,29.715,36.384,11.8,,,
2470,25-04-08 22:00:04,29.665,37.386,11.8,,,
2471,25-04-08 22:05:04,29.815,38.038,3.9,,,
2472,25-04-08 22:10:04,29.665,37.520,11.8,,,
2473,25-04-08 22:15:04,29.690,38.460,11.8,,,
2474,25-04-08 22:20:04,29.740,37.595,11.8,,,
2475,25-04-08 22:25:04,29.590,36.641,11.8,,,
2476,25-04-08 22:30:04,29.715,37.592,11.8,,,
2477,25-04-08 22:35:04,29.665,37.018,11.8,,,
2478,25-04-08 22:40:04,29.590,38.249,11.8,,,
2479,25-04-08 22:45:04,29.740,38.465,11.8,,,
2480,25-04-08 22:50:04,29.565,36.840,11.8,,,
2481,25-04-08 22:55:04,29.665,38.257,11.8,,,
2482,25-04-08 23:00:04,29.715,38.028,11.8,,,
2483,25-04-08 23:05:04,29.565,37.812,11.8,,,
2484,25-04-08 23:10:04,29.690,37.858,11.8,,,
2485,25-04-08 23:15:04,29.640,37.317,11.8,,,
2486,25-04-08 23:20:04,29.565,38.313,3.9,,,
2487,25-04-08 23:25:04,29.715,38.663,11.8,,,
2488,25-04-08 23:30:04,29.565,36.806,11.8,,,
2489,25-04-08 23:35:04,29.615,38.819,11.8,,,
2490,25-04-08 23:40:04,29.690,37.456,11.8,,,
2491,25-04-08 23:45:04,29.540,37.876,11.8,,,
2492,25-04-08 23:50:04,29.665,39.058,11.8,,,
2493,25-04-08 23:55:04,29.615,37.113,11.8,,,
2494,25-04-09 00:00:04,29.540,38.578,11.8,,,
2495,25-04-09 00:05:04,29.690,37.590,3.9,,,
2496,25-04-09 00:10:04,29.540,37.441,11.8,,,
2497,25-04-09 00:15:04,29.615,38.853,11.8,,,
2498,25-04-09 00:20:04,29.640,37.149,11.8,,,
2499,25-04-09 00:25:04,29.515,37.639,3.9,,,
2500,25-04-09 00:30:04,29.665,39.125,11.8,,,
2501,25-04-09 00:35:04,29.565,36.806,11.8,,,
2502,25-04-09 00:40:04,29.515,37.907,11.8,,,
2503,25-04-09 00:45:04,29.665,38.791,11.8,,,
2504,25-04-09 00:50:04,29.490,37.369,11.8,,,
2505,25-04-09 00:55:04,29.590,38.316,11.8,,,
2506,25-04-09 01:00:04,29.640,37.953,11.8,,,
2507,25-04-09 01:05:04,29.464,37.835,11.8,,,
2508,25-04-09 01:10:04,29.640,38.722,11.8,,,
2509,25-04-09 01:15:04,29.540,37.106,11.8,,,
2510,25-04-09 01:20:04,29.515,37.673,11.8,,,
2511,25-04-09 01:25:04,29.665,39.058,11.8,,,
2512,25-04-09 01:30:04,29.464,36.696,11.8,,,
2513,25-04-09 01:35:04,29.565,38.781,11.8,,,
2514,25-04-09 01:40:04,29.590,37.781,11.8,,,
2515,25-04-09 01:45:04,29.464,37.500,11.8,,,
2516,25-04-09 01:50:04,29.640,38.755,11.8,,,
2517,25-04-09 01:55:04,29.515,37.036,11.8,,,
2518,25-04-09 02:00:04,29.490,37.704,11.8,,,
2519,25-04-09 02:05:04,29.640,38.989,11.8,,,
2520,25-04-09 02:10:04,29.464,36.763,11.8,,,
2521,25-04-09 02:15:04,29.565,38.914,11.8,,,
2522,25-04-09 02:20:04,29.590,38.583,11.8,,,
2523,25-04-09 02:25:04,29.414,36.825,11.8,,,
2524,25-04-09 02:30:04,29.615,39.053,11.8,,,
2525,25-04-09 02:35:04,29.515,38.375,11.8,,,
2526,25-04-09 02:40:04,29.439,37.297,11.8,,,
2527,25-04-09 02:45:04,29.615,38.519,11.8,,,
2528,25-04-09 02:50:04,29.464,37.969,11.8,,,
2529,25-04-09 02:55:04,29.515,38.041,11.8,,,
2530,25-04-09 03:00:04,29.540,37.675,11.8,,,
2531,25-04-09 03:05:04,29.414,38.298,3.9,,,
2532,25-04-09 03:10:04,29.565,39.148,11.8,,,
2533,25-04-09 03:15:04,29.439,36.928,11.8,,,
2534,25-04-09 03:20:04,29.439,37.966,11.8,,,
2535,25-04-09 03:25:04,29.565,38.414,11.8,,,
2536,25-04-09 03:30:04,29.389,37.828,11.8,,,
2537,25-04-09 03:35:04,29.540,38.578,11.8,,,
2538,25-04-09 03:40:04,29.490,37.536,3.9,,,
2539,25-04-09 03:45:04,29.414,38.832,11.8,,,
2540,25-04-09 03:50:04,29.565,38.714,11.8,,,
2541,25-04-09 03:55:04,29.389,36.756,11.8,,,
2542,25-04-09 04:00:04,29.515,39.309,11.8,,,
2543,25-04-09 04:05:04,29.540,37.776,11.8,,,
2544,25-04-09 04:10:04,29.389,37.560,11.8,,,
